stationid,toxbatch,matrix,treatment,concentration,concentrationunits,timepoint,parameter,qualifier,result,resultunits,labrep,lab,sampletypecode,dilution,comments,FID
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Dissolved Oxygen,None,7.6,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11914
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Dissolved Oxygen,None,7.69,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11915
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Dissolved Oxygen,None,7.61,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11916
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Dissolved Oxygen,None,7.33,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11917
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Dissolved Oxygen,None,7.79,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11918
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Dissolved Oxygen,None,7.83,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11919
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,pH,None,8.03,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11920
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,1,pH,None,8,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11921
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,pH,None,8.01,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11922
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,3,pH,None,7.95,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11923
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,pH,None,7.97,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11924
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,5,pH,None,8.3,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11925
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,pH,None,8.16,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11926
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,7,pH,None,7.95,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11927
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,pH,None,8.02,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11928
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,9,pH,None,8.09,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11929
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,pH,None,8.06,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11930
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11931
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11932
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11933
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Salinity,None,32,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11934
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11935
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11936
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11937
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,1,Temperature,None,14.5,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11938
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11939
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,3,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11940
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Temperature,None,14.5,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11941
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,5,Temperature,None,14.5,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11942
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,3,Temperature,None,15.2,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11943
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11944
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,7,Temperature,None,14.3,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11945
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11946
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,9,Temperature,None,14.3,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11947
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11948
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11949
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Total Ammonia,None,1,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11950
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11951
B18-10013,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Unionized Ammonia,None,0.024,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11952
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Dissolved Oxygen,None,7.18,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11953
0000,1809RT1A.E,Reference Toxicant,None,16,mg/L,4,pH,None,7.92,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11954
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,2,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11955
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,4,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11956
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,0,Temperature,None,14.3,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11957
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,1,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11958
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,2,Temperature,None,14.8,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11959
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,3,Temperature,None,14.8,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11960
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,4,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11961
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,0,Total Ammonia,None,290,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11962
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,4,Total Ammonia,None,260,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11963
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,0,Unionized Ammonia,None,2.994,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11964
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,4,Unionized Ammonia,None,3.632,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11965
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Dissolved Oxygen,None,7.83,mg/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11966
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Dissolved Oxygen,None,7.93,mg/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11967
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Dissolved Oxygen,None,7.73,mg/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11968
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Dissolved Oxygen,None,7.96,mg/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11969
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Dissolved Oxygen,None,8.04,mg/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11970
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Dissolved Oxygen,None,7.93,mg/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11971
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,pH,None,8.02,pH,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11972
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,1,pH,None,8.07,pH,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11973
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,pH,None,7.99,pH,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11974
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,3,pH,None,7.92,pH,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11975
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,pH,None,8.06,pH,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11976
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,5,pH,None,8.08,pH,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11977
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,pH,None,8.25,pH,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11978
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,7,pH,None,7.96,pH,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11979
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,pH,None,8.1,pH,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11980
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,9,pH,None,8.15,pH,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11981
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,pH,None,8.03,pH,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11982
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11983
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11984
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11985
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Salinity,None,32,g/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11986
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11987
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11988
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Temperature,None,14.5,C,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11989
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,1,Temperature,None,14.5,C,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11990
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Temperature,None,14.8,C,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11991
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,3,Temperature,None,14.8,C,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11992
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Temperature,None,14.8,C,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11993
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,5,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11994
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Temperature,None,14.5,C,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11995
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,7,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11996
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11997
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,9,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11998
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Temperature,None,14.5,C,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11999
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,12000
B18-10063,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,9,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12001
B18-10063,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12002
B18-10063,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12003
B18-10063,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Total Ammonia,None,0.08,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12004
B18-10063,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12005
B18-10063,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Unionized Ammonia,None,0.002,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12006
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Dissolved Oxygen,None,7.94,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12007
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Dissolved Oxygen,None,7.99,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12008
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Dissolved Oxygen,None,8.18,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12009
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Dissolved Oxygen,None,8.19,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12010
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Dissolved Oxygen,None,8.17,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12011
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Dissolved Oxygen,None,8.2,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12012
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,0,pH,None,8,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12013
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,1,pH,None,8.05,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12014
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,2,pH,None,8.04,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12015
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,3,pH,None,8.06,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12016
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,4,pH,None,8.07,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12017
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,5,pH,None,8.45,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12018
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,6,pH,None,8.04,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12019
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,7,pH,None,8.01,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12020
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,8,pH,None,7.84,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12021
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,9,pH,None,8.24,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12022
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,10,pH,None,8.12,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12023
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12024
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12025
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12026
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12027
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12028
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12029
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Temperature,None,14.3,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12030
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,1,Temperature,None,14.3,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12031
0000,180829msnh,Overlaying Water,None,0,mg/L,1,Salinity,None,31,g/L,0,Nautilus Environmental,RFNH3,-88,,12032
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12033
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,3,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12034
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12035
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,5,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12036
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12037
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,7,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12038
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12039
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,9,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12040
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12041
B18-10064,1809RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,12042
